,date,codneg,preult,voltot
44,2018-01-05,PARD3,32.38,10816742.0
45,2018-01-05,WIZS3,12.12,8237776.0
46,2018-01-08,AALR3,14.79,3620453.0
47,2018-01-08,AZUL4,26.91,6187150.0
48,2018-01-08,BKBR3,17.8,14177888.0
49,2018-01-08,BRDT3,17.4,59054777.0
50,2018-01-08,CAML3,8.17,8187770.0
51,2018-01-08,CRFB3,14.61,28996312.0
52,2018-01-08,IRBR3,35.0,28169872.0
53,2018-01-08,MOVI3,7.71,8839717.0
54,2018-01-08,OMGE3,17.2,12903213.0
55,2018-01-08,PARD3,32.0,24925417.0
56,2018-01-08,WIZS3,12.07,4933179.0
57,2018-01-09,AALR3,14.65,941344.0
58,2018-01-09,AZUL4,26.8,20751465.0
59,2018-01-09,BKBR3,17.6,20936769.0
60,2018-01-09,BRDT3,17.4,53424543.0
61,2018-01-09,CAML3,8.15,7559746.0
62,2018-01-09,CRFB3,14.47,79018985.0
63,2018-01-09,IRBR3,34.95,33681402.0
64,2018-01-09,MOVI3,7.57,4762101.0
65,2018-01-09,OMGE3,16.83,2453142.0
66,2018-01-09,PARD3,31.8,4656109.0
67,2018-01-09,PSVM11,0.75,4863.0
68,2018-01-09,WIZS3,11.93,6055755.0
69,2018-01-10,AALR3,14.4,6255602.0
70,2018-01-10,AZUL4,26.45,25233024.0
71,2018-01-10,BKBR3,17.6,13713273.0
72,2018-01-10,BRDT3,17.25,95720190.0
73,2018-01-10,CAML3,8.31,13076981.0
74,2018-01-10,CRFB3,14.2,81666135.0
75,2018-01-10,IRBR3,34.94,28594576.0
76,2018-01-10,MOVI3,7.61,4981630.0
77,2018-01-10,OMGE3,16.5,17069488.0
78,2018-01-10,PARD3,31.7,9132366.0
79,2018-01-10,PSVM11,0.75,900.0
80,2018-01-10,WIZS3,12.13,6575438.0
81,2018-01-11,AALR3,14.59,1769725.0
82,2018-01-11,AZUL4,26.55,65047469.0
83,2018-01-11,BKBR3,17.85,9796743.0
84,2018-01-11,BRDT3,17.15,18486040.0
85,2018-01-11,CAML3,8.5,18325111.0
86,2018-01-11,CRFB3,14.32,70973887.0
87,2018-01-11,IRBR3,36.0,62870692.0
88,2018-01-11,MOVI3,7.82,5260759.0
89,2018-01-11,OMGE3,16.97,2397333.0
90,2018-01-11,PARD3,32.28,5636677.0
91,2018-01-11,WIZS3,12.3,5685338.0
92,2018-01-12,AALR3,14.5,2755452.0
93,2018-01-12,AZUL4,26.4,23346453.0
94,2018-01-12,BKBR3,18.0,16048305.0
95,2018-01-12,BRDT3,17.07,44527439.0
96,2018-01-12,CAML3,8.05,32853644.0
97,2018-01-12,CRFB3,14.63,35536484.0
98,2018-01-12,IRBR3,36.99,58815702.0
99,2018-01-12,MOVI3,7.67,6635101.0
100,2018-01-12,OMGE3,16.89,11420704.0
101,2018-01-12,PARD3,31.85,10609696.0
102,2018-01-12,WIZS3,11.99,8960723.0
103,2018-01-15,AALR3,14.62,13790383.0
104,2018-01-15,AZUL4,26.98,5504729.0
105,2018-01-15,BKBR3,17.75,3029873.0
106,2018-01-15,BRDT3,17.57,10580933.0
107,2018-01-15,CAML3,8.15,7876551.0
108,2018-01-15,CRFB3,14.53,28660311.0
109,2018-01-15,IRBR3,37.5,30066349.0
110,2018-01-15,MOVI3,7.78,3036523.0
111,2018-01-15,OMGE3,16.98,4265840.0
112,2018-01-15,PARD3,31.74,4927746.0
113,2018-01-15,PSVM11,0.76,4772.0
114,2018-01-15,WIZS3,12.18,4915629.0
115,2018-01-16,AALR3,14.69,2502496.0
116,2018-01-16,AZUL4,27.15,13615731.0
117,2018-01-16,BKBR3,17.73,6042641.0
118,2018-01-16,BRDT3,17.58,85047365.0
119,2018-01-16,CAML3,8.11,7107715.0
120,2018-01-16,CRFB3,14.51,19040214.0
121,2018-01-16,IRBR3,37.76,32557126.0
122,2018-01-16,MOVI3,7.8,5123809.0
123,2018-01-16,OMGE3,17.0,3625893.0
124,2018-01-16,PARD3,32.04,7342340.0
125,2018-01-16,PSVM11,0.77,1986.0
126,2018-01-16,WIZS3,12.1,8452809.0
127,2018-01-17,AALR3,14.55,4537298.0
128,2018-01-17,AZUL4,28.15,21704557.0
129,2018-01-17,BKBR3,17.65,20975347.0
130,2018-01-17,BRDT3,17.75,62018318.0
131,2018-01-17,CAML3,7.9,18083840.0
132,2018-01-17,CRFB3,14.95,66704176.0
133,2018-01-17,IRBR3,37.5,24228544.0
134,2018-01-17,MOVI3,7.81,3871302.0
135,2018-01-17,OMGE3,16.95,1753535.0
136,2018-01-17,PARD3,31.97,43241561.0
137,2018-01-17,WIZS3,12.0,7409103.0
138,2018-01-18,AALR3,14.58,1732776.0
139,2018-01-18,AZUL4,28.87,26558850.0
140,2018-01-18,BKBR3,17.68,19794499.0
141,2018-01-18,BRDT3,17.9,34253720.0
142,2018-01-18,CAML3,7.77,13125533.0
143,2018-01-18,CRFB3,14.71,30907832.0
144,2018-01-18,IRBR3,37.5,39805964.0
145,2018-01-18,MOVI3,7.66,3953206.0
146,2018-01-18,OMGE3,17.15,2598296.0
147,2018-01-18,PARD3,32.0,8126334.0
148,2018-01-18,WIZS3,11.65,11100714.0
149,2018-01-19,AALR3,14.59,3119980.0
150,2018-01-19,AZUL4,28.62,32503870.0
151,2018-01-19,BKBR3,17.5,1476620.0
152,2018-01-19,BRDT3,17.9,27081042.0
153,2018-01-19,CAML3,7.79,18132465.0
154,2018-01-19,CRFB3,14.84,114517479.0
155,2018-01-19,IRBR3,37.5,49960646.0
156,2018-01-19,MOVI3,7.61,2750857.0
157,2018-01-19,OMGE3,17.49,1652423.0
158,2018-01-19,PARD3,31.86,4457220.0
159,2018-01-19,WIZS3,11.52,8781557.0
160,2018-01-22,AALR3,14.55,1732130.0
161,2018-01-22,AZUL4,29.0,17096457.0
162,2018-01-22,BKBR3,17.36,5211723.0
163,2018-01-22,BRDT3,17.63,17346437.0
164,2018-01-22,CAML3,7.65,10245304.0
165,2018-01-22,CRFB3,15.13,60151753.0
166,2018-01-22,IRBR3,38.15,28802898.0
167,2018-01-22,MOVI3,7.55,3691315.0
168,2018-01-22,OMGE3,17.44,1524819.0
169,2018-01-22,PARD3,31.63,2447733.0
170,2018-01-22,WIZS3,11.54,3961753.0
171,2018-01-23,AALR3,14.4,912714.0
172,2018-01-23,AZUL4,28.95,6725081.0
173,2018-01-23,BKBR3,17.16,9889004.0
174,2018-01-23,BRDT3,18.03,89606937.0
175,2018-01-23,CAML3,7.5,8421826.0
176,2018-01-23,CRFB3,15.15,148405637.0
177,2018-01-23,IRBR3,38.0,42189302.0
178,2018-01-23,MOVI3,7.28,8936102.0
179,2018-01-23,OMGE3,17.5,2343230.0
180,2018-01-23,PARD3,30.8,6325187.0
181,2018-01-23,WIZS3,13.06,36334350.0
182,2018-01-24,AALR3,14.75,4849153.0
183,2018-01-24,AZUL4,29.5,34486639.0
184,2018-01-24,BKBR3,17.65,14077796.0
185,2018-01-24,BRDT3,19.1,63766925.0
186,2018-01-24,CAML3,7.76,25305051.0
187,2018-01-24,CRFB3,15.52,133233865.0
188,2018-01-24,IRBR3,38.2,39956040.0
189,2018-01-24,MOVI3,7.48,8207104.0
190,2018-01-24,OMGE3,17.81,5100227.0
191,2018-01-24,PARD3,32.7,7015163.0
192,2018-01-24,WIZS3,13.48,29284792.0
193,2018-01-26,AALR3,15.18,3668385.0
194,2018-01-26,AZUL4,30.01,39919523.0
195,2018-01-26,BKBR3,17.16,21826783.0
196,2018-01-26,BRDT3,19.65,117541444.0
197,2018-01-26,CAML3,7.76,23843363.0
198,2018-01-26,CRFB3,16.09,113240701.0
199,2018-01-26,IRBR3,38.1,73173021.0
200,2018-01-26,MOVI3,7.69,6888222.0
201,2018-01-26,OMGE3,17.7,3959943.0
202,2018-01-26,PARD3,32.28,9111157.0
203,2018-01-26,WIZS3,13.8,23510327.0
204,2018-01-29,AALR3,15.13,11978899.0
205,2018-01-29,AZUL4,30.28,18539708.0
206,2018-01-29,BKBR3,16.89,16730828.0
207,2018-01-29,BRDT3,20.1,177651839.0
208,2018-01-29,CAML3,7.71,10406042.0
209,2018-01-29,CRFB3,16.02,179606070.0
210,2018-01-29,IRBR3,37.25,41226197.0
211,2018-01-29,MOVI3,8.35,26827899.0
212,2018-01-29,OMGE3,17.7,3742909.0
213,2018-01-29,PARD3,31.7,3857839.0
214,2018-01-29,WIZS3,13.95,20761447.0
215,2018-01-30,AALR3,14.98,1258607.0
216,2018-01-30,AZUL4,30.47,22433314.0
217,2018-01-30,BKBR3,16.8,17162045.0
218,2018-01-30,BRDT3,20.1,69115862.0
219,2018-01-30,CAML3,7.5,11472782.0
220,2018-01-30,CRFB3,15.86,37007899.0
221,2018-01-30,IRBR3,37.25,30415444.0
222,2018-01-30,MOVI3,8.2,12952270.0
223,2018-01-30,OMGE3,17.65,3635231.0
224,2018-01-30,PARD3,31.0,5352043.0
225,2018-01-30,PSVM11,0.74,888.0
226,2018-01-30,WIZS3,13.7,9510909.0
227,2018-01-31,AALR3,14.94,6017472.0
228,2018-01-31,AZUL4,31.05,23885882.0
229,2018-01-31,BKBR3,16.98,35676296.0
230,2018-01-31,BRDT3,21.0,156820327.0
231,2018-01-31,CAML3,7.43,17340114.0
232,2018-01-31,CRFB3,16.1,79395208.0
233,2018-01-31,IRBR3,37.55,100068503.0
234,2018-01-31,MOVI3,8.28,10116419.0
235,2018-01-31,OMGE3,17.9,5470205.0
236,2018-01-31,PARD3,31.5,9038846.0
237,2018-01-31,WIZS3,13.66,23203381.0
238,2018-02-01,AALR3,15.38,9568186.0
239,2018-02-01,AZUL4,31.9,25423018.0
240,2018-02-01,BKBR3,17.25,33523875.0
241,2018-02-01,BRDT3,21.65,62925153.0
242,2018-02-01,CAML3,7.5,10699733.0
243,2018-02-01,CRFB3,16.41,43505880.0
244,2018-02-01,IRBR3,37.85,58974542.0
245,2018-02-01,MOVI3,8.11,6185178.0
246,2018-02-01,OMGE3,17.97,5938658.0
247,2018-02-01,PARD3,30.8,14235659.0
248,2018-02-01,PSVM11,0.73,5240.0
249,2018-02-01,WIZS3,13.89,7020696.0
250,2018-02-02,AALR3,15.25,4485109.0
251,2018-02-02,AZUL4,31.2,15398525.0
252,2018-02-02,BKBR3,16.83,10260345.0
253,2018-02-02,BRDT3,21.0,37605065.0
254,2018-02-02,CAML3,7.5,4371735.0
255,2018-02-02,CRFB3,15.72,53312054.0
256,2018-02-02,IRBR3,37.99,32158799.0
257,2018-02-02,MOVI3,8.17,5513137.0
258,2018-02-02,OMGE3,17.64,4251189.0
259,2018-02-02,PARD3,30.56,11494988.0
260,2018-02-02,PSVM11,0.7,420.0
261,2018-02-02,WIZS3,13.7,5330467.0
262,2018-02-05,AALR3,15.0,3836775.0
263,2018-02-05,AZUL4,30.75,8483339.0
264,2018-02-05,BKBR3,16.8,2587570.0
265,2018-02-05,BRDT3,20.2,49670732.0
266,2018-02-05,CAML3,7.53,11130446.0
267,2018-02-05,CRFB3,15.43,49744704.0
268,2018-02-05,IRBR3,38.9,48759985.0
269,2018-02-05,MOVI3,7.83,4094800.0
270,2018-02-05,OMGE3,17.54,2589015.0
271,2018-02-05,PARD3,29.93,4873054.0
272,2018-02-05,PSVM11,0.76,76.0
273,2018-02-05,WIZS3,13.58,3857738.0
274,2018-02-06,AALR3,15.45,1463005.0
275,2018-02-06,AZUL4,31.4,18636736.0
276,2018-02-06,BKBR3,17.0,4070188.0
277,2018-02-06,BRDT3,20.32,36553969.0
278,2018-02-06,CAML3,7.47,17522391.0
279,2018-02-06,CRFB3,15.46,33782879.0
280,2018-02-06,IRBR3,38.72,36020350.0
281,2018-02-06,MOVI3,7.82,9277119.0
282,2018-02-06,OMGE3,17.64,1693153.0
283,2018-02-06,PARD3,29.1,8517249.0
284,2018-02-06,PSVM11,0.7,420.0
285,2018-02-06,WIZS3,13.9,22135937.0
286,2018-02-07,AALR3,15.24,8109646.0
287,2018-02-07,AZUL4,31.1,37780015.0
288,2018-02-07,BKBR3,16.96,1870215.0
289,2018-02-07,BRDT3,20.26,48551710.0
290,2018-02-07,CAML3,7.69,19206778.0
291,2018-02-07,CRFB3,15.29,72166124.0
292,2018-02-07,IRBR3,38.6,31809648.0
293,2018-02-07,MOVI3,7.87,3883260.0
294,2018-02-07,OMGE3,17.95,5144810.0
295,2018-02-07,PARD3,28.75,31658318.0
296,2018-02-07,WIZS3,13.9,13632550.0
297,2018-02-08,AALR3,15.15,1875143.0
298,2018-02-08,AZUL4,30.2,30742611.0
299,2018-02-08,BKBR3,17.0,5499639.0
300,2018-02-08,BRDT3,20.82,88372994.0
301,2018-02-08,CAML3,7.84,11620627.0
302,2018-02-08,CRFB3,14.86,35743169.0
303,2018-02-08,IRBR3,38.88,53001426.0
304,2018-02-08,MOVI3,7.75,6377786.0
305,2018-02-08,OMGE3,17.89,3452512.0
306,2018-02-08,PARD3,29.23,6375246.0
307,2018-02-08,WIZS3,13.74,8607546.0
308,2018-02-09,AALR3,15.1,3929088.0
309,2018-02-09,AZUL4,29.34,31136006.0
310,2018-02-09,BKBR3,16.8,1892973.0
311,2018-02-09,BRDT3,20.24,88427254.0
312,2018-02-09,CAML3,7.74,12145000.0
313,2018-02-09,CRFB3,14.59,19977057.0
314,2018-02-09,IRBR3,37.7,64688258.0
315,2018-02-09,MOVI3,7.7,2648062.0
316,2018-02-09,OMGE3,17.9,3812610.0
317,2018-02-09,PARD3,29.64,11465905.0
318,2018-02-09,WIZS3,13.28,24770068.0
319,2018-02-14,AALR3,15.06,3162088.0
320,2018-02-14,AZUL4,29.79,27245983.0
321,2018-02-14,BKBR3,16.51,12451432.0
322,2018-02-14,BRDT3,21.17,57035243.0
323,2018-02-14,CAML3,7.82,7947965.0
324,2018-02-14,CRFB3,14.82,36240055.0
325,2018-02-14,IRBR3,38.74,41673596.0
326,2018-02-14,MOVI3,7.83,3471311.0
327,2018-02-14,OMGE3,17.9,3444183.0
328,2018-02-14,PARD3,29.8,4511132.0
329,2018-02-14,WIZS3,13.17,13506229.0
330,2018-02-15,AALR3,15.01,2626910.0
331,2018-02-15,AZUL4,29.76,26725314.0
332,2018-02-15,BKBR3,16.25,49633419.0
333,2018-02-15,BRDT3,21.65,104169069.0
334,2018-02-15,CAML3,7.66,8998311.0
335,2018-02-15,CRFB3,14.82,60064485.0
336,2018-02-15,IRBR3,38.31,25497538.0
337,2018-02-15,MOVI3,8.14,10990377.0
338,2018-02-15,OMGE3,17.85,3051204.0
339,2018-02-15,PARD3,31.16,3057352.0
340,2018-02-15,PSVM11,0.69,414.0
341,2018-02-15,WIZS3,13.03,11842457.0
342,2018-02-16,AALR3,15.0,2141379.0
343,2018-02-16,AZUL4,29.41,68371137.0
344,2018-02-16,BKBR3,16.4,3562848.0
345,2018-02-16,BRDT3,21.84,44703132.0
346,2018-02-16,CAML3,7.69,7663797.0
347,2018-02-16,CRFB3,14.96,24961258.0
348,2018-02-16,IRBR3,38.7,33184560.0
349,2018-02-16,MOVI3,8.02,13157055.0
350,2018-02-16,OMGE3,18.13,11672443.0
351,2018-02-16,PARD3,30.4,6795310.0
352,2018-02-16,WIZS3,12.92,7857822.0
353,2018-02-19,AALR3,15.29,448341.0
354,2018-02-19,AZUL4,29.4,8025954.0
355,2018-02-19,BKBR3,16.7,9643353.0
356,2018-02-19,BRDT3,21.9,13568057.0
357,2018-02-19,CAML3,7.84,4167398.0
358,2018-02-19,CRFB3,14.9,9841472.0
359,2018-02-19,IRBR3,38.39,26212574.0
360,2018-02-19,MOVI3,8.04,3474968.0
361,2018-02-19,OMGE3,18.16,4756728.0
362,2018-02-19,PARD3,30.17,6929533.0
363,2018-02-19,PSVM11,0.69,2001.0
364,2018-02-19,WIZS3,13.25,9717031.0
365,2018-02-20,AALR3,15.15,1114865.0
366,2018-02-20,AZUL4,30.4,108746001.0
367,2018-02-20,BKBR3,16.8,9005082.0
368,2018-02-20,BRDT3,21.97,85697500.0
369,2018-02-20,CAML3,7.87,7515117.0
370,2018-02-20,CRFB3,14.46,81626453.0
371,2018-02-20,IRBR3,38.67,56882517.0
372,2018-02-20,MOVI3,8.02,3782376.0
373,2018-02-20,OMGE3,18.28,2726017.0
374,2018-02-20,PARD3,30.07,2945128.0
375,2018-02-20,PSVM11,0.68,4760.0
376,2018-02-20,WIZS3,13.25,5528323.0
377,2018-02-21,AALR3,15.3,2156288.0
378,2018-02-21,AZUL4,31.26,106594419.0
379,2018-02-21,BKBR3,16.75,2977567.0
380,2018-02-21,BRDT3,21.9,50036206.0
381,2018-02-21,CAML3,8.05,16257630.0
382,2018-02-21,CRFB3,14.34,59275081.0
383,2018-02-21,IRBR3,38.9,45203672.0
384,2018-02-21,MOVI3,8.15,5504618.0
385,2018-02-21,OMGE3,18.25,14647384.0
386,2018-02-21,PARD3,30.95,12329140.0
387,2018-02-21,WIZS3,13.06,7366279.0
388,2018-02-22,AALR3,15.3,1370413.0
389,2018-02-22,AZUL4,32.49,60166648.0
390,2018-02-22,BKBR3,16.91,1810134.0
391,2018-02-22,BRDT3,22.01,66828018.0
392,2018-02-22,CAML3,8.03,10847699.0
393,2018-02-22,CRFB3,14.3,53444595.0
394,2018-02-22,IRBR3,39.0,58669186.0
395,2018-02-22,MOVI3,8.22,5554672.0
396,2018-02-22,OMGE3,18.28,3897749.0
397,2018-02-22,PARD3,30.75,16342843.0
398,2018-02-22,PSVM11,0.53,94543.0
399,2018-02-22,WIZS3,12.41,54136586.0
400,2018-02-23,AALR3,15.3,2247287.0
401,2018-02-23,AZUL4,32.9,32117983.0
402,2018-02-23,BKBR3,17.06,3756633.0
403,2018-02-23,BRDT3,21.87,30088111.0
404,2018-02-23,CAML3,8.1,6431105.0
405,2018-02-23,CRFB3,14.8,22691024.0
406,2018-02-23,IRBR3,38.93,49526924.0
407,2018-02-23,MOVI3,8.07,6167808.0
408,2018-02-23,OMGE3,18.28,3543164.0
409,2018-02-23,PARD3,30.6,4955091.0
410,2018-02-23,WIZS3,12.38,7882243.0
411,2018-02-26,AALR3,15.2,1093452.0
412,2018-02-26,AZUL4,33.76,29499574.0
413,2018-02-26,BKBR3,16.8,2544752.0
414,2018-02-26,BRDT3,22.07,40970598.0
415,2018-02-26,CAML3,8.17,9414938.0
416,2018-02-26,CRFB3,14.53,34100224.0
417,2018-02-26,IRBR3,38.91,17363358.0
418,2018-02-26,MOVI3,8.05,3391969.0
419,2018-02-26,OMGE3,18.3,5627906.0
420,2018-02-26,PARD3,30.25,7549912.0
421,2018-02-26,PSVM11,0.5,47715.0
422,2018-02-26,WIZS3,12.6,8570151.0
423,2018-02-27,AALR3,15.5,2096782.0
424,2018-02-27,AZUL4,33.67,17337509.0
425,2018-02-27,BKBR3,16.94,4078033.0
426,2018-02-27,BRDT3,22.53,41975080.0
427,2018-02-27,CAML3,8.13,8050762.0
428,2018-02-27,CRFB3,14.51,37020175.0
429,2018-02-27,IRBR3,39.1,24050617.0
430,2018-02-27,MOVI3,7.9,5371691.0
431,2018-02-27,OMGE3,18.25,3661594.0
432,2018-02-27,PARD3,29.52,20312133.0
433,2018-02-27,PSVM11,0.49,2293.0
434,2018-02-27,WIZS3,12.7,4020229.0
435,2018-02-28,AALR3,15.46,2569919.0
436,2018-02-28,AZUL4,33.63,20852165.0
437,2018-02-28,BKBR3,16.55,10559576.0
438,2018-02-28,BRDT3,22.09,35882971.0
439,2018-02-28,CAML3,8.05,7313997.0
440,2018-02-28,CRFB3,14.85,128610398.0
441,2018-02-28,IRBR3,38.7,22389054.0
442,2018-02-28,MOVI3,7.62,5140849.0
443,2018-02-28,OMGE3,18.45,3136982.0
444,2018-02-28,PARD3,29.4,12551273.0
445,2018-02-28,WIZS3,12.35,9166092.0
446,2018-03-01,AALR3,15.4,1343947.0
447,2018-03-01,AZUL4,33.33,22604045.0
448,2018-03-01,BKBR3,16.8,6339193.0
449,2018-03-01,BRDT3,22.6,51004965.0
450,2018-03-01,CAML3,8.19,15305060.0
451,2018-03-01,CRFB3,14.9,41638300.0
452,2018-03-01,IRBR3,38.5,17111272.0
453,2018-03-01,MOVI3,7.94,5742575.0
454,2018-03-01,OMGE3,18.49,2045726.0
455,2018-03-01,PARD3,29.41,6104912.0
456,2018-03-01,WIZS3,11.15,23942195.0
457,2018-03-02,AALR3,15.65,1169042.0
458,2018-03-02,AZUL4,32.9,17020983.0
459,2018-03-02,BKBR3,16.7,1690660.0
460,2018-03-02,BRDT3,22.25,21438646.0
461,2018-03-02,CAML3,8.05,21969338.0
462,2018-03-02,CRFB3,14.99,29865439.0
463,2018-03-02,IRBR3,38.9,13188810.0
464,2018-03-02,MOVI3,8.08,4538955.0
465,2018-03-02,OMGE3,18.14,4494315.0
466,2018-03-02,PARD3,29.7,6356350.0
467,2018-03-02,WIZS3,10.9,26288975.0
468,2018-03-05,AALR3,15.9,5748051.0
469,2018-03-05,AZUL4,33.18,22800444.0
470,2018-03-05,BKBR3,16.8,2025943.0
471,2018-03-05,BRDT3,22.5,19152431.0
472,2018-03-05,CAML3,8.01,6296679.0
473,2018-03-05,CRFB3,15.39,69734006.0
474,2018-03-05,IRBR3,38.5,21133714.0
475,2018-03-05,MOVI3,7.87,4260381.0
476,2018-03-05,OMGE3,18.1,1788899.0
477,2018-03-05,PARD3,29.84,4703232.0
478,2018-03-05,WIZS3,10.77,5517335.0
479,2018-03-06,AALR3,16.26,4733531.0
480,2018-03-06,AZUL4,33.7,66765715.0
481,2018-03-06,BKBR3,16.7,7525889.0
482,2018-03-06,BRDT3,22.48,28553670.0
483,2018-03-06,CAML3,7.96,4899357.0
484,2018-03-06,CRFB3,15.35,30683509.0
485,2018-03-06,IRBR3,39.14,18142287.0
486,2018-03-06,MOVI3,7.73,3151681.0
487,2018-03-06,OMGE3,18.38,2202698.0
488,2018-03-06,PARD3,30.64,5559407.0
489,2018-03-06,WIZS3,11.52,9521478.0
490,2018-03-07,AALR3,16.0,6678351.0
491,2018-03-07,AZUL4,33.4,18836719.0
492,2018-03-07,BKBR3,16.5,4754382.0
493,2018-03-07,BRDT3,22.3,57478087.0
494,2018-03-07,CAML3,7.87,7929068.0
495,2018-03-07,CRFB3,15.22,45021630.0
496,2018-03-07,IRBR3,39.83,22156571.0
497,2018-03-07,MOVI3,7.68,2763686.0
498,2018-03-07,OMGE3,18.47,7031848.0
499,2018-03-07,PARD3,31.39,6669294.0
500,2018-03-07,WIZS3,11.2,10210876.0
501,2018-03-08,AALR3,15.98,1598595.0
502,2018-03-08,AZUL4,35.0,118842668.0
503,2018-03-08,BKBR3,16.5,5460615.0
504,2018-03-08,BRDT3,21.74,97678452.0
505,2018-03-08,CAML3,7.75,9183517.0
506,2018-03-08,CRFB3,14.93,45087010.0
507,2018-03-08,IRBR3,40.5,111489710.0
508,2018-03-08,MOVI3,7.63,3626357.0
509,2018-03-08,OMGE3,18.13,3584795.0
510,2018-03-08,PARD3,31.61,8182460.0
511,2018-03-08,WIZS3,11.0,5495321.0
512,2018-03-09,AALR3,16.45,2656778.0
513,2018-03-09,AZUL4,36.5,118282731.0
514,2018-03-09,BKBR3,16.49,34509756.0
515,2018-03-09,BRDT3,21.95,100291599.0
516,2018-03-09,CAML3,7.75,9898851.0
517,2018-03-09,CRFB3,15.11,37610993.0
518,2018-03-09,IRBR3,42.25,57161224.0
519,2018-03-09,MOVI3,7.79,4834564.0
520,2018-03-09,OMGE3,18.05,2593968.0
521,2018-03-09,PARD3,32.77,17741493.0
522,2018-03-09,WIZS3,11.0,5073807.0
523,2018-03-12,AALR3,16.2,1650856.0
524,2018-03-12,AZUL4,37.17,51312714.0
525,2018-03-12,BKBR3,16.98,20746112.0
526,2018-03-12,BRDT3,22.2,80363343.0
527,2018-03-12,CAML3,8.05,11357613.0
528,2018-03-12,CRFB3,15.37,23407181.0
529,2018-03-12,IRBR3,43.17,61921721.0
530,2018-03-12,MOVI3,7.87,3256949.0
531,2018-03-12,OMGE3,18.05,5920821.0
532,2018-03-12,PARD3,32.91,8474807.0
533,2018-03-12,WIZS3,10.77,6684068.0
534,2018-03-13,AALR3,16.98,2584585.0
535,2018-03-13,AZUL4,37.18,44982081.0
536,2018-03-13,BKBR3,17.05,7468688.0
537,2018-03-13,BRDT3,22.45,87744681.0
538,2018-03-13,CAML3,7.81,6057608.0
539,2018-03-13,CRFB3,14.9,18875992.0
540,2018-03-13,IRBR3,43.6,80868072.0
541,2018-03-13,MOVI3,7.88,2787195.0
542,2018-03-13,OMGE3,18.32,3673432.0
543,2018-03-13,PARD3,32.95,10795108.0
544,2018-03-13,WIZS3,10.87,6064514.0
545,2018-03-14,AALR3,16.7,1645557.0
546,2018-03-14,AZUL4,37.0,31244045.0
547,2018-03-14,BKBR3,17.2,9747309.0
548,2018-03-14,BRDT3,22.63,283809898.0
549,2018-03-14,CAML3,7.75,3894377.0
550,2018-03-14,CRFB3,14.82,19980725.0
551,2018-03-14,IRBR3,42.8,51908874.0
552,2018-03-14,MOVI3,7.92,2523949.0
553,2018-03-14,OMGE3,17.95,3728761.0
554,2018-03-14,PARD3,32.9,37663566.0
555,2018-03-14,WIZS3,10.6,5245887.0
556,2018-03-15,AALR3,16.5,1363136.0
557,2018-03-15,AZUL4,36.82,23771243.0
558,2018-03-15,BKBR3,17.61,9009345.0
559,2018-03-15,BRDT3,22.9,87496485.0
560,2018-03-15,CAML3,7.75,11639667.0
561,2018-03-15,CRFB3,14.94,23842781.0
562,2018-03-15,IRBR3,41.54,47596185.0
563,2018-03-15,MOVI3,7.91,2586536.0
564,2018-03-15,OMGE3,17.89,2909120.0
