date,codneg,preult,voltot
2019-01-28,BIDI4,39.55,34613630.0
2019-01-28,BKBR3,21.51,49339465.0
2019-01-28,BRDT3,27.1,372108767.0
2019-01-28,CAML3,7.45,8910111.0
2019-01-28,CRFB3,19.97,71321652.0
2019-01-28,GNDI3,33.99,369890122.0
2019-01-28,HAPV3,33.0,26118784.0
2019-01-28,IRBR3,88.18,109145724.0
2019-01-28,MOVI3,9.8,6402433.0
2019-01-28,OMGE3,19.89,10533981.0
2019-01-28,PARD3,19.03,4415140.0
2019-01-28,WIZS3,7.65,5520034.0
2019-01-28,PSVM11,0.68,4428.0
2019-01-29,AALR3,14.95,1641224.0
2019-01-29,AZUL4,34.8,94633414.0
2019-01-29,BIDI4,40.15,16401364.0
2019-01-29,BKBR3,21.8,9708609.0
2019-01-29,BRDT3,26.79,100380328.0
2019-01-29,CAML3,7.45,4200399.0
2019-01-29,CRFB3,19.9,17851923.0
2019-01-29,GNDI3,32.75,116632942.0
2019-01-29,HAPV3,33.02,18335834.0
2019-01-29,IRBR3,86.41,74964832.0
2019-01-29,MOVI3,9.95,6643379.0
2019-01-29,OMGE3,20.0,3511763.0
2019-01-29,PARD3,18.75,4147843.0
2019-01-29,WIZS3,8.1,12694717.0
2019-01-30,AALR3,15.38,2792485.0
2019-01-30,AZUL4,35.95,77703154.0
2019-01-30,BIDI4,40.7,8315061.0
2019-01-30,BKBR3,21.75,28735257.0
2019-01-30,BRDT3,26.6,95404911.0
2019-01-30,CAML3,7.58,5096466.0
2019-01-30,CRFB3,19.85,52026443.0
2019-01-30,GNDI3,33.84,30047051.0
2019-01-30,HAPV3,33.5,44441169.0
2019-01-30,IRBR3,85.8,106616854.0
2019-01-30,MOVI3,10.0,9733904.0
2019-01-30,OMGE3,20.1,5475481.0
2019-01-30,PARD3,18.9,3899469.0
2019-01-30,WIZS3,8.0,7439289.0
2019-01-31,AALR3,15.7,3073351.0
2019-01-31,AZUL4,37.11,114643893.0
2019-01-31,BIDI4,41.9,14027884.0
2019-01-31,BKBR3,22.0,36875328.0
2019-01-31,BRDT3,26.65,205555558.0
2019-01-31,CAML3,7.51,4589422.0
2019-01-31,CRFB3,19.99,118419153.0
2019-01-31,GNDI3,33.58,52480512.0
2019-01-31,HAPV3,34.24,52025638.0
2019-01-31,IRBR3,85.26,157466575.0
2019-01-31,MOVI3,9.92,7782055.0
2019-01-31,OMGE3,20.19,5253225.0
2019-01-31,PARD3,19.32,45452741.0
2019-01-31,WIZS3,8.05,8906840.0
2019-01-31,PSVM11,0.75,1650.0
2019-02-01,AALR3,15.5,1477251.0
2019-02-01,AZUL4,37.2,79375888.0
2019-02-01,BIDI4,41.83,9729485.0
2019-02-01,BKBR3,22.0,19571167.0
2019-02-01,BRDT3,26.61,132963581.0
2019-02-01,CAML3,7.51,6092780.0
2019-02-01,CRFB3,19.93,60957824.0
2019-02-01,GNDI3,34.0,16890431.0
2019-02-01,HAPV3,34.0,15265272.0
2019-02-01,IRBR3,86.81,124556077.0
2019-02-01,MOVI3,9.87,9563781.0
2019-02-01,OMGE3,20.2,7821702.0
2019-02-01,PARD3,19.47,21064390.0
2019-02-01,WIZS3,8.05,4028365.0
2019-02-01,PSVM11,0.83,4306.0
2019-02-04,AALR3,15.6,1700660.0
2019-02-04,AZUL4,38.04,97233021.0
2019-02-04,BIDI4,42.67,8573272.0
2019-02-04,BKBR3,21.63,22667396.0
2019-02-04,BRDT3,26.85,88147185.0
2019-02-04,CAML3,7.44,4572795.0
2019-02-04,CRFB3,19.97,52628497.0
2019-02-04,GNDI3,34.7,24879611.0
2019-02-04,HAPV3,34.02,32385771.0
2019-02-04,IRBR3,87.5,93775787.0
2019-02-04,MOVI3,9.92,17430014.0
2019-02-04,OMGE3,20.2,2551894.0
2019-02-04,PARD3,19.79,6814125.0
2019-02-04,WIZS3,8.06,3363537.0
2019-02-04,PSVM11,0.82,331.0
2019-02-05,AALR3,15.92,4983235.0
2019-02-05,AZUL4,38.59,120676150.0
2019-02-05,BIDI4,43.14,9030308.0
2019-02-05,BKBR3,21.39,6025157.0
2019-02-05,BRDT3,26.99,49920282.0
2019-02-05,CAML3,7.58,6375178.0
2019-02-05,CRFB3,19.74,78019387.0
2019-02-05,GNDI3,34.7,16820684.0
2019-02-05,HAPV3,33.5,95618950.0
2019-02-05,IRBR3,86.75,83633293.0
2019-02-05,MOVI3,9.9,9289075.0
2019-02-05,OMGE3,20.0,8010826.0
2019-02-05,PARD3,20.84,15016455.0
2019-02-05,WIZS3,8.12,3327812.0
2019-02-06,AALR3,15.58,1823197.0
2019-02-06,AZUL4,37.3,67334120.0
2019-02-06,BIDI4,43.06,16593229.0
2019-02-06,BKBR3,20.55,12006034.0
2019-02-06,BRDT3,25.7,109076188.0
2019-02-06,CAML3,7.34,4853473.0
2019-02-06,CRFB3,19.17,54324794.0
2019-02-06,GNDI3,33.35,18678636.0
2019-02-06,HAPV3,33.07,58808551.0
2019-02-06,IRBR3,86.0,74456941.0
2019-02-06,MOVI3,9.85,21133097.0
2019-02-06,OMGE3,19.85,4751571.0
2019-02-06,PARD3,20.2,14129959.0
2019-02-06,WIZS3,7.85,4738854.0
2019-02-07,AALR3,15.26,2418279.0
2019-02-07,AZUL4,36.18,66874138.0
2019-02-07,BIDI4,42.9,5782776.0
2019-02-07,BKBR3,20.27,14871105.0
2019-02-07,BRDT3,25.01,161021899.0
2019-02-07,CAML3,7.26,4480843.0
2019-02-07,CRFB3,19.13,25136429.0
2019-02-07,GNDI3,33.55,33748495.0
2019-02-07,HAPV3,32.95,49300270.0
2019-02-07,IRBR3,85.8,68241923.0
2019-02-07,MOVI3,9.72,6887917.0
2019-02-07,OMGE3,19.84,4319559.0
2019-02-07,PARD3,19.6,5757262.0
2019-02-07,WIZS3,7.94,5149132.0
2019-02-08,AALR3,15.3,1770338.0
2019-02-08,AZUL4,37.0,46479144.0
2019-02-08,BIDI4,40.75,17521750.0
2019-02-08,BKBR3,20.3,11041859.0
2019-02-08,BRDT3,25.12,143336592.0
2019-02-08,CAML3,7.41,3596214.0
2019-02-08,CRFB3,19.26,35805497.0
2019-02-08,GNDI3,33.51,32847169.0
2019-02-08,HAPV3,32.97,20808754.0
2019-02-08,IRBR3,89.21,181937964.0
2019-02-08,MOVI3,10.1,25892678.0
2019-02-08,OMGE3,19.86,4788476.0
2019-02-08,PARD3,19.52,2269067.0
2019-02-08,WIZS3,7.95,2168186.0
2019-02-11,AALR3,15.29,939113.0
2019-02-11,AZUL4,37.2,69592083.0
2019-02-11,BIDI4,40.49,8012589.0
2019-02-11,BKBR3,20.2,23015893.0
2019-02-11,BRDT3,25.6,105386457.0
2019-02-11,CAML3,7.25,3651511.0
2019-02-11,CRFB3,19.02,23086891.0
2019-02-11,GNDI3,32.45,38238122.0
2019-02-11,HAPV3,33.3,39996425.0
2019-02-11,IRBR3,89.24,109048822.0
2019-02-11,MOVI3,10.0,7009343.0
2019-02-11,OMGE3,19.75,3403762.0
2019-02-11,PARD3,19.45,1954344.0
2019-02-11,WIZS3,7.76,1687324.0
2019-02-12,AALR3,15.39,2430709.0
2019-02-12,AZUL4,38.26,87098445.0
2019-02-12,BIDI4,39.05,17795820.0
2019-02-12,BKBR3,20.25,6791884.0
2019-02-12,BRDT3,25.52,126070213.0
2019-02-12,CAML3,7.28,3888960.0
2019-02-12,CRFB3,19.44,41075301.0
2019-02-12,GNDI3,32.31,40919704.0
2019-02-12,HAPV3,33.1,29950466.0
2019-02-12,IRBR3,92.9,138415727.0
2019-02-12,MOVI3,10.6,18115840.0
2019-02-12,OMGE3,19.77,7406148.0
2019-02-12,PARD3,19.5,5353718.0
2019-02-12,WIZS3,7.87,3339328.0
2019-02-13,AALR3,15.48,2378631.0
2019-02-13,AZUL4,38.4,52337538.0
2019-02-13,BIDI4,38.8,18580344.0
2019-02-13,BKBR3,20.4,10865912.0
2019-02-13,BRDT3,26.26,150054462.0
2019-02-13,CAML3,7.34,4040419.0
2019-02-13,CRFB3,19.3,25079826.0
2019-02-13,GNDI3,32.83,27419702.0
2019-02-13,HAPV3,33.5,44611658.0
2019-02-13,IRBR3,90.66,128328247.0
2019-02-13,MOVI3,10.94,13846652.0
2019-02-13,OMGE3,19.39,4972666.0
2019-02-13,PARD3,19.48,8307147.0
2019-02-13,WIZS3,7.8,2271980.0
2019-02-14,AALR3,15.77,2015276.0
2019-02-14,AZUL4,38.6,93547776.0
2019-02-14,BIDI4,38.84,12490238.0
2019-02-14,BKBR3,20.31,6442511.0
2019-02-14,BRDT3,26.54,117794223.0
2019-02-14,CAML3,7.54,4012864.0
2019-02-14,CRFB3,19.62,31189303.0
2019-02-14,GNDI3,32.75,33860360.0
2019-02-14,HAPV3,33.13,45836468.0
2019-02-14,IRBR3,92.0,92568640.0
2019-02-14,MOVI3,11.14,12800268.0
2019-02-14,OMGE3,19.52,6822559.0
2019-02-14,PARD3,19.79,10102673.0
2019-02-14,WIZS3,7.93,2486742.0
2019-02-15,AALR3,15.82,1830374.0
2019-02-15,AZUL4,38.5,56912408.0
2019-02-15,BIDI4,40.11,8657127.0
2019-02-15,BKBR3,20.68,11728042.0
2019-02-15,BRDT3,26.23,121021046.0
2019-02-15,CAML3,7.54,5558171.0
2019-02-15,CRFB3,19.75,41472535.0
2019-02-15,GNDI3,32.7,12557234.0
2019-02-15,HAPV3,33.73,15928851.0
2019-02-15,IRBR3,91.15,219925061.0
2019-02-15,MOVI3,11.1,8794576.0
2019-02-15,OMGE3,19.49,3918238.0
2019-02-15,PARD3,19.4,2140341.0
2019-02-15,WIZS3,7.9,2292039.0
2019-02-18,AALR3,15.87,1227235.0
2019-02-18,AZUL4,38.88,50432102.0
2019-02-18,BIDI4,40.89,6124520.0
2019-02-18,BKBR3,20.62,5145024.0
2019-02-18,BRDT3,25.31,94365178.0
2019-02-18,CAML3,7.45,3804221.0
2019-02-18,CRFB3,19.69,24834778.0
2019-02-18,GNDI3,33.8,16979234.0
2019-02-18,HAPV3,34.0,15673131.0
2019-02-18,IRBR3,91.7,63894445.0
2019-02-18,MOVI3,10.95,6659980.0
2019-02-18,OMGE3,19.4,4306873.0
2019-02-18,PARD3,19.25,2937293.0
2019-02-18,WIZS3,7.93,2667128.0
2019-02-18,PSVM11,0.82,82.0
2019-02-19,AALR3,15.8,2508907.0
2019-02-19,AZUL4,38.66,428540386.0
2019-02-19,BIDI4,40.4,26239751.0
2019-02-19,BKBR3,21.0,12850923.0
2019-02-19,BRDT3,25.14,71347177.0
2019-02-19,CAML3,7.47,3917236.0
2019-02-19,CRFB3,19.85,23553735.0
2019-02-19,GNDI3,33.37,19803978.0
2019-02-19,HAPV3,33.4,21812165.0
2019-02-19,IRBR3,92.1,132582733.0
2019-02-19,MOVI3,11.08,7637237.0
2019-02-19,OMGE3,19.73,3524903.0
2019-02-19,PARD3,19.5,4869938.0
2019-02-19,WIZS3,8.15,3336195.0
2019-02-19,PSVM11,0.58,2016.0
2019-02-20,AALR3,15.8,2047021.0
2019-02-20,AZUL4,38.15,86220328.0
2019-02-20,BIDI4,40.0,6051670.0
2019-02-20,BKBR3,21.26,16079490.0
2019-02-20,BRDT3,24.96,115231489.0
2019-02-20,CAML3,7.32,4115189.0
2019-02-20,CRFB3,20.0,49664749.0
2019-02-20,GNDI3,32.9,14329509.0
2019-02-20,HAPV3,33.0,60760147.0
2019-02-20,IRBR3,92.75,126430482.0
2019-02-20,MOVI3,10.86,9137092.0
2019-02-20,OMGE3,19.9,7130727.0
2019-02-20,PARD3,19.3,9624687.0
2019-02-20,WIZS3,8.01,4603814.0
2019-02-20,PSVM11,0.59,59.0
2019-02-21,AALR3,15.77,1880561.0
2019-02-21,AZUL4,37.49,87871106.0
2019-02-21,BIDI4,39.9,4577174.0
2019-02-21,BKBR3,21.12,11719587.0
2019-02-21,BRDT3,24.57,172600474.0
2019-02-21,CAML3,7.24,3894845.0
2019-02-21,CRFB3,20.05,37206739.0
2019-02-21,GNDI3,32.84,48625851.0
2019-02-21,HAPV3,32.5,53081745.0
2019-02-21,IRBR3,94.86,167178825.0
2019-02-21,MOVI3,10.85,12108740.0
2019-02-21,OMGE3,19.72,3403193.0
2019-02-21,PARD3,19.2,1419726.0
2019-02-21,WIZS3,7.82,2558548.0
2019-02-22,AALR3,15.9,2364522.0
2019-02-22,AZUL4,37.9,71119552.0
2019-02-22,BIDI4,40.22,11360820.0
2019-02-22,BKBR3,20.77,16843887.0
2019-02-22,BRDT3,24.88,65460653.0
2019-02-22,CAML3,7.26,3625212.0
2019-02-22,CRFB3,20.27,34024542.0
2019-02-22,GNDI3,32.64,23185734.0
2019-02-22,HAPV3,31.51,49187751.0
2019-02-22,IRBR3,93.4,102392919.0
2019-02-22,MOVI3,10.86,6082755.0
2019-02-22,OMGE3,19.4,3290454.0
2019-02-22,PARD3,19.45,1312580.0
2019-02-22,WIZS3,7.89,1547647.0
2019-02-25,AALR3,15.95,1139658.0
2019-02-25,AZUL4,38.2,65818512.0
2019-02-25,BIDI4,39.49,10409275.0
2019-02-25,BKBR3,20.9,12665821.0
2019-02-25,BRDT3,24.52,89988798.0
2019-02-25,CAML3,7.29,7030303.0
2019-02-25,CRFB3,20.65,37503152.0
2019-02-25,GNDI3,33.3,22581087.0
2019-02-25,HAPV3,32.37,39164831.0
2019-02-25,IRBR3,93.5,105149218.0
2019-02-25,MOVI3,11.25,20896014.0
2019-02-25,OMGE3,19.4,4220664.0
2019-02-25,PARD3,19.17,2456733.0
2019-02-25,WIZS3,7.97,1415019.0
2019-02-26,AALR3,15.86,1772042.0
2019-02-26,AZUL4,38.5,28290421.0
2019-02-26,BIDI4,39.0,9550135.0
2019-02-26,BKBR3,20.95,27082942.0
2019-02-26,BRDT3,24.65,166079736.0
2019-02-26,CAML3,7.16,5105814.0
2019-02-26,CRFB3,20.75,33216219.0
2019-02-26,GNDI3,33.81,75071751.0
2019-02-26,HAPV3,32.28,32222312.0
2019-02-26,IRBR3,93.75,167538729.0
2019-02-26,MOVI3,11.65,18609779.0
2019-02-26,OMGE3,19.34,3002349.0
2019-02-26,PARD3,19.3,11981619.0
2019-02-26,WIZS3,8.04,2198806.0
2019-02-27,AALR3,15.89,1760150.0
2019-02-27,AZUL4,37.9,28945214.0
2019-02-27,BIDI4,38.64,10035036.0
2019-02-27,BKBR3,21.0,13176878.0
2019-02-27,BRDT3,24.62,87802390.0
2019-02-27,CAML3,7.21,5843282.0
2019-02-27,CRFB3,19.76,86927475.0
2019-02-27,GNDI3,33.45,41796697.0
2019-02-27,HAPV3,32.47,43552172.0
2019-02-27,IRBR3,90.0,335671535.0
2019-02-27,MOVI3,11.5,9601121.0
2019-02-27,OMGE3,19.24,2581573.0
2019-02-27,PARD3,19.8,4260187.0
2019-02-27,WIZS3,8.65,12695185.0
2019-02-27,PSVM11,0.54,1302.0
2019-02-28,AALR3,15.8,1753188.0
2019-02-28,AZUL4,37.65,87047165.0
2019-02-28,BIDI4,38.2,13292348.0
2019-02-28,BKBR3,22.17,73207910.0
2019-02-28,BRDT3,24.45,133267587.0
2019-02-28,CAML3,7.19,3033218.0
2019-02-28,CRFB3,19.52,62197064.0
2019-02-28,GNDI3,33.22,42812861.0
2019-02-28,HAPV3,32.59,58225326.0
2019-02-28,IRBR3,89.0,189464479.0
2019-02-28,MOVI3,11.6,36633803.0
2019-02-28,OMGE3,19.89,4157481.0
2019-02-28,PARD3,19.16,1949030.0
2019-02-28,WIZS3,8.99,10029507.0
2019-03-01,AALR3,15.78,1800318.0
2019-03-01,AZUL4,36.75,59868664.0
2019-03-01,BIDI4,40.07,10450677.0
2019-03-01,BKBR3,23.22,56532922.0
2019-03-01,BRDT3,24.1,90901138.0
2019-03-01,CAML3,7.14,2981505.0
2019-03-01,CRFB3,19.26,36383187.0
2019-03-01,GNDI3,32.53,32441022.0
2019-03-01,HAPV3,32.38,31669872.0
2019-03-01,IRBR3,90.07,133472936.0
2019-03-01,MOVI3,11.8,18922227.0
2019-03-01,OMGE3,19.78,4705025.0
2019-03-01,PARD3,19.31,13446561.0
2019-03-01,WIZS3,8.92,9019987.0
2019-03-01,PSVM11,0.54,1242.0
2019-03-06,AALR3,15.45,1442432.0
2019-03-06,AZUL4,36.7,31830450.0
2019-03-06,BIDI4,40.07,6914258.0
2019-03-06,BKBR3,23.5,33529960.0
2019-03-06,BRDT3,24.54,78108036.0
2019-03-06,CAML3,7.09,8407933.0
2019-03-06,CRFB3,19.3,39488316.0
2019-03-06,GNDI3,34.05,57204701.0
2019-03-06,HAPV3,32.49,24005970.0
2019-03-06,IRBR3,87.39,147894402.0
2019-03-06,MOVI3,11.72,8286902.0
2019-03-06,OMGE3,19.1,3217426.0
2019-03-06,PARD3,19.45,1854640.0
2019-03-06,WIZS3,8.72,4997790.0
