date,codneg,preabe,preult
2015-07-23,PSVM11,2.15,2.1
2015-07-24,PARC3,13.83,13.8
2015-07-27,PARC3,13.8,13.7
2015-07-28,PARC3,13.78,13.99
2015-07-28,PSVM11,2.2,2.2
2015-07-29,PARC3,13.89,14.05
2015-07-30,PARC3,13.96,14.07
2015-07-31,PARC3,14.09,14.2
2015-07-31,PSVM11,2.01,2.01
2015-08-03,PARC3,14.09,14.3
2015-08-03,PSVM11,2.1,2.4
2015-08-04,PARC3,14.18,14.3
2015-08-05,PARC3,14.17,14.0
2015-08-06,PARC3,13.99,14.1
2015-08-07,PARC3,14.09,13.8
2015-08-10,PARC3,14.0,13.46
2015-08-11,PARC3,13.5,13.9
2015-08-12,PARC3,13.9,13.66
2015-08-12,PSVM11,2.3,2.4
2015-08-13,PARC3,13.75,13.83
2015-08-14,PARC3,13.98,13.42
2015-08-17,PARC3,13.48,13.7
2015-08-17,PSVM11,2.12,2.3
2015-08-18,PARC3,13.7,14.3
2015-08-19,PARC3,14.13,14.0
2015-08-19,PSVM11,2.0,2.0
2015-08-20,PARC3,13.99,13.9
2015-08-21,PARC3,13.75,13.61
2015-08-24,PARC3,13.5,13.4
2015-08-25,PARC3,13.42,13.8
2015-08-26,PARC3,13.8,13.95
2015-08-27,PARC3,13.8,13.65
2015-08-27,PSVM11,1.9,1.9
2015-08-28,PARC3,13.51,13.4
2015-08-31,PARC3,13.25,13.09
2015-09-01,PARC3,13.08,12.6
2015-09-02,PARC3,12.68,12.7
2015-09-03,PARC3,12.66,12.31
2015-09-04,PARC3,12.26,11.9
2015-09-08,PARC3,11.99,11.9
2015-09-09,PARC3,12.08,11.5
2015-09-10,PARC3,11.13,11.3
2015-09-11,PARC3,11.22,10.9
2015-09-11,PSVM11,1.69,1.69
2015-09-14,PARC3,11.03,11.19
2015-09-15,PARC3,11.19,10.78
2015-09-16,PARC3,10.86,11.25
2015-09-16,PSVM11,1.5,1.5
2015-09-17,PARC3,11.06,11.19
2015-09-18,PARC3,11.2,10.85
2015-09-18,PSVM11,1.0,1.5
2015-09-21,PARC3,10.8,10.66
2015-09-21,PSVM11,1.5,1.5
2015-09-22,PARC3,10.68,10.19
2015-09-23,PARC3,10.18,9.45
2015-09-24,PARC3,9.35,8.95
2015-09-25,PARC3,9.01,9.17
2015-09-28,PARC3,9.2,9.05
2015-09-29,PARC3,9.25,9.1
2015-09-30,PARC3,9.16,9.25
2015-10-01,PARC3,9.23,9.05
2015-10-02,PARC3,9.0,9.0
2015-10-05,PARC3,9.03,9.1
2015-10-06,PARC3,9.11,9.19
2015-10-07,PARC3,9.19,9.43
2015-10-08,PARC3,9.44,9.97
2015-10-08,PSVM11,1.5,1.5
2015-10-09,PARC3,10.1,10.3
2015-10-13,PARC3,10.18,10.1
2015-10-14,PARC3,10.19,10.19
2015-10-15,PARC3,10.2,10.89
2015-10-16,PARC3,10.73,10.8
2015-10-19,PARC3,11.02,10.9
2015-10-20,PARC3,10.9,10.9
2015-10-21,PARC3,10.9,10.7
2015-10-22,PARC3,10.7,10.84
2015-10-23,PARC3,10.9,10.99
2015-10-26,PARC3,11.05,11.0
2015-10-27,PARC3,10.99,10.62
2015-10-28,PARC3,10.66,10.82
2015-10-29,PARC3,10.82,10.69
2015-10-30,PARC3,10.73,10.79
2015-11-03,PARC3,10.85,10.8
2015-11-04,PARC3,11.0,10.92
2015-11-05,PARC3,10.99,10.94
2015-11-06,PARC3,10.97,10.65
2015-11-09,PARC3,10.76,10.7
2015-11-10,PARC3,10.72,10.66
2015-11-11,PARC3,10.77,10.7
2015-11-12,PARC3,10.7,10.59
2015-11-12,PSVM11,1.5,1.5
2015-11-13,PARC3,10.6,10.66
2015-11-16,PARC3,10.7,10.5
2015-11-17,PARC3,10.56,10.57
2015-11-18,PARC3,10.61,10.55
2015-11-19,PARC3,10.51,10.6
2015-11-23,PARC3,10.6,10.45
2015-11-24,PARC3,10.49,10.5
2015-11-25,PARC3,10.5,10.5
2015-11-26,PARC3,10.6,10.45
2015-11-27,PARC3,10.5,10.55
2015-11-30,PARC3,10.53,10.66
2015-12-01,PARC3,10.81,10.49
2015-12-02,PARC3,10.54,10.47
2015-12-03,PARC3,10.58,10.21
2015-12-04,PARC3,10.23,10.08
2015-12-07,PARC3,10.12,10.03
2015-12-08,PARC3,10.05,10.0
2015-12-09,PARC3,10.29,10.05
2015-12-10,PARC3,10.14,9.85
2015-12-11,PARC3,9.9,9.8
2015-12-14,PARC3,9.85,9.75
2015-12-15,PARC3,9.85,9.8
2015-12-16,PARC3,9.8,9.8
2015-12-17,PARC3,9.83,9.79
2015-12-18,PARC3,9.67,9.58
2015-12-21,PARC3,9.7,9.59
2015-12-22,PARC3,9.59,9.48
2015-12-23,PARC3,9.4,9.73
2015-12-28,PARC3,9.73,9.65
2015-12-28,PSVM11,1.5,1.5
2015-12-29,PARC3,9.87,9.7
2015-12-30,PARC3,9.6,9.68
