,date,codneg,preult,voltot
71,2020-01-08,BIDI4,17.38,40464769.0
72,2020-01-09,BIDI4,17.26,25708990.0
73,2020-01-10,BIDI4,17.8,83632007.0
74,2020-01-13,BIDI4,17.99,60071581.0
75,2020-01-07,BKBR3,17.34,10625106.0
76,2020-01-08,BKBR3,17.23,15954994.0
77,2020-01-09,BKBR3,17.14,20328340.0
78,2020-01-10,BKBR3,17.42,10818669.0
79,2020-01-13,BKBR3,17.98,7478354.0
80,2020-01-07,BMGB4,9.3,8650042.0
81,2020-01-08,BMGB4,9.25,12264365.0
82,2020-01-09,BMGB4,9.28,19678989.0
83,2020-01-10,BMGB4,9.3,10538610.0
84,2020-01-13,BMGB4,9.76,64126226.0
85,2020-01-07,BRDT3,28.99,227200747.0
86,2020-01-08,BRDT3,28.85,167374447.0
87,2020-01-09,BRDT3,28.09,198969977.0
88,2020-01-10,BRDT3,28.2,307611271.0
89,2020-01-13,BRDT3,28.79,244690166.0
90,2020-01-07,CAML3,8.86,10568039.0
91,2020-01-08,CAML3,8.92,10720968.0
92,2020-01-09,CAML3,8.94,14426102.0
93,2020-01-10,CAML3,9.31,30427674.0
94,2020-01-13,CAML3,9.3,13313422.0
95,2020-01-07,CEAB3,17.18,41722286.0
96,2020-01-08,CEAB3,16.27,63192903.0
97,2020-01-09,CEAB3,15.71,52806544.0
98,2020-01-10,CEAB3,16.18,40701925.0
99,2020-01-13,CEAB3,16.8,39953572.0
100,2020-01-07,SBFG3,38.65,35691684.0
101,2020-01-08,SBFG3,38.65,37850823.0
102,2020-01-09,SBFG3,38.9,38885900.0
103,2020-01-10,SBFG3,39.15,35935696.0
104,2020-01-13,SBFG3,40.26,73475813.0
105,2020-01-07,CRFB3,23.34,106862743.0
106,2020-01-08,CRFB3,22.9,92095662.0
107,2020-01-09,CRFB3,23.4,77032057.0
108,2020-01-10,CRFB3,23.64,47184333.0
109,2020-01-13,CRFB3,23.43,119542758.0
110,2020-01-07,GNDI3,67.6,358394499.0
111,2020-01-08,GNDI3,68.0,193333346.0
112,2020-01-09,GNDI3,68.37,143078829.0
113,2020-01-10,GNDI3,68.78,221009809.0
114,2020-01-07,HAPV3,65.12,120507380.0
115,2020-01-08,HAPV3,63.78,159863419.0
116,2020-01-09,HAPV3,63.4,180357318.0
117,2020-01-10,HAPV3,62.05,122450244.0
118,2020-01-07,IRBR3,39.47,120966210.0
119,2020-01-08,IRBR3,39.62,120331799.0
120,2020-01-09,IRBR3,41.15,522221801.0
121,2020-01-10,IRBR3,41.17,198446926.0
122,2020-01-07,MOVI3,20.0,30420396.0
123,2020-01-08,MOVI3,20.1,39871940.0
124,2020-01-09,MOVI3,20.38,40773130.0
125,2020-01-10,MOVI3,20.33,22301234.0
126,2020-01-07,NEOE3,24.3,28688728.0
127,2020-01-08,NEOE3,24.65,54048586.0
128,2020-01-09,NEOE3,24.59,135090824.0
129,2020-01-10,NEOE3,24.38,59783209.0
130,2020-01-07,OMGE3,38.57,21139892.0
131,2020-01-08,OMGE3,39.6,21594062.0
132,2020-01-09,OMGE3,39.79,15397511.0
133,2020-01-10,OMGE3,39.63,13207536.0
134,2020-01-07,PARD3,28.44,6919362.0
135,2020-01-08,PARD3,29.2,8077686.0
136,2020-01-09,PARD3,29.19,27734684.0
137,2020-01-10,PARD3,29.31,12463460.0
138,2020-01-07,PSVM11,2.34,11165.0
139,2020-01-08,PSVM11,2.45,12447.0
140,2020-01-09,PSVM11,2.42,7336.0
141,2020-01-10,PSVM11,2.42,7253.0
142,2020-01-07,VIVA3,27.9,35218445.0
143,2020-01-08,VIVA3,27.95,48304126.0
144,2020-01-09,VIVA3,28.4,50397034.0
145,2020-01-10,VIVA3,28.95,40203143.0
146,2020-01-07,WIZS3,15.97,18822101.0
147,2020-01-08,WIZS3,14.9,50749569.0
148,2020-01-09,WIZS3,14.75,17416989.0
149,2020-01-10,WIZS3,14.64,15706333.0
150,2020-01-14,AALR3,21.85,19620030.0
151,2020-01-15,AALR3,21.73,10041024.0
152,2020-01-16,AALR3,21.99,11042752.0
153,2020-01-17,AALR3,21.95,12068006.0
154,2020-01-20,AALR3,22.84,7926236.0
155,2020-01-21,AALR3,22.9,13015725.0
156,2020-01-22,AALR3,22.85,7467322.0
157,2020-01-23,AALR3,22.89,4888917.0
158,2020-01-14,AZUL4,59.19,113233254.0
159,2020-01-15,AZUL4,59.3,184084097.0
160,2020-01-16,AZUL4,59.44,165528124.0
161,2020-01-17,AZUL4,61.35,98883128.0
162,2020-01-20,AZUL4,61.77,87055090.0
163,2020-01-21,AZUL4,60.05,126754994.0
164,2020-01-22,AZUL4,59.6,174744595.0
165,2020-01-23,AZUL4,61.2,109878090.0
166,2020-01-14,BIDI4,17.8,29534988.0
167,2020-01-15,BIDI4,18.06,28717650.0
168,2020-01-16,BIDI4,19.15,54600586.0
169,2020-01-17,BIDI4,18.6,38030719.0
170,2020-01-20,BIDI4,18.65,22820472.0
171,2020-01-21,BIDI4,18.4,45503249.0
172,2020-01-22,BIDI4,18.37,39103882.0
173,2020-01-23,BIDI4,18.4,24139123.0
174,2020-01-14,BKBR3,18.26,25360782.0
175,2020-01-15,BKBR3,18.6,19077943.0
176,2020-01-16,BKBR3,19.45,77035781.0
177,2020-01-17,BKBR3,18.5,61294175.0
178,2020-01-20,BKBR3,18.6,21410321.0
179,2020-01-21,BKBR3,18.15,24872665.0
180,2020-01-22,BKBR3,18.3,24778255.0
181,2020-01-23,BKBR3,17.95,26152482.0
182,2020-01-14,BMGB4,9.81,26624404.0
183,2020-01-15,BMGB4,9.85,14911082.0
184,2020-01-16,BMGB4,9.9,24857764.0
185,2020-01-17,BMGB4,10.16,27464059.0
186,2020-01-20,BMGB4,10.3,15652967.0
187,2020-01-21,BMGB4,10.3,14768466.0
188,2020-01-22,BMGB4,10.18,61411706.0
189,2020-01-23,BMGB4,10.2,22692383.0
190,2020-01-14,BRDT3,28.8,216718819.0
191,2020-01-15,BRDT3,28.44,147694084.0
192,2020-01-16,BRDT3,28.16,192345073.0
193,2020-01-17,BRDT3,28.75,160389980.0
194,2020-01-20,BRDT3,29.13,165636996.0
195,2020-01-21,BRDT3,28.7,185885163.0
196,2020-01-22,BRDT3,29.05,157876829.0
197,2020-01-23,BRDT3,29.47,175840035.0
198,2020-01-14,CAML3,9.28,12900379.0
199,2020-01-15,CAML3,9.14,9826444.0
200,2020-01-16,CAML3,9.15,7250914.0
201,2020-01-17,CAML3,9.21,7598281.0
202,2020-01-20,CAML3,9.4,21559957.0
203,2020-01-21,CAML3,9.5,14836389.0
204,2020-01-22,CAML3,9.59,14550996.0
205,2020-01-23,CAML3,9.83,21812576.0
206,2020-01-14,CEAB3,17.15,48080352.0
207,2020-01-15,CEAB3,17.2,31203065.0
208,2020-01-16,CEAB3,17.57,63376329.0
209,2020-01-17,CEAB3,17.8,47702777.0
210,2020-01-20,CEAB3,17.63,17676216.0
211,2020-01-21,CEAB3,16.95,20727530.0
212,2020-01-22,CEAB3,17.09,33358283.0
213,2020-01-23,CEAB3,16.95,19575716.0
214,2020-01-14,SBFG3,41.77,81609181.0
215,2020-01-15,SBFG3,42.3,108898363.0
216,2020-01-16,SBFG3,40.22,119479027.0
217,2020-01-17,SBFG3,39.3,145484565.0
218,2020-01-20,SBFG3,40.74,76558848.0
219,2020-01-21,SBFG3,40.8,59322639.0
220,2020-01-22,SBFG3,41.0,57688317.0
221,2020-01-23,SBFG3,40.68,38588766.0
222,2020-01-14,CRFB3,23.4,75665557.0
223,2020-01-15,CRFB3,22.85,67242512.0
224,2020-01-16,CRFB3,23.44,65609817.0
225,2020-01-17,CRFB3,23.39,73163824.0
226,2020-01-20,CRFB3,23.54,19715301.0
227,2020-01-21,CRFB3,22.97,43020455.0
228,2020-01-22,CRFB3,23.28,42959063.0
229,2020-01-23,CRFB3,23.75,145205065.0
230,2020-01-13,GNDI3,69.96,285673788.0
231,2020-01-14,GNDI3,70.92,160171598.0
232,2020-01-15,GNDI3,72.88,231002825.0
233,2020-01-16,GNDI3,71.9,268015109.0
234,2020-01-17,GNDI3,74.1,214321533.0
235,2020-01-20,GNDI3,76.33,117448583.0
236,2020-01-21,GNDI3,74.47,271233722.0
237,2020-01-22,GNDI3,74.54,233654909.0
238,2020-01-23,GNDI3,72.65,521151892.0
239,2020-01-13,HAPV3,62.39,137388018.0
240,2020-01-14,HAPV3,62.5,159531671.0
241,2020-01-15,HAPV3,61.01,279875669.0
242,2020-01-16,HAPV3,63.06,170299993.0
243,2020-01-17,HAPV3,63.0,161668491.0
244,2020-01-20,HAPV3,63.15,166594304.0
245,2020-01-21,HAPV3,63.8,233729016.0
246,2020-01-22,HAPV3,63.97,88622583.0
247,2020-01-23,HAPV3,64.3,203827550.0
248,2020-01-13,IRBR3,41.52,361079782.0
249,2020-01-14,IRBR3,41.24,171082632.0
250,2020-01-15,IRBR3,42.21,253863165.0
251,2020-01-16,IRBR3,41.8,130642810.0
252,2020-01-17,IRBR3,43.21,133339615.0
253,2020-01-20,IRBR3,43.85,110619896.0
254,2020-01-21,IRBR3,43.01,144445736.0
255,2020-01-22,IRBR3,44.9,127616539.0
256,2020-01-23,IRBR3,43.88,200612665.0
257,2020-01-13,MOVI3,20.55,20023090.0
258,2020-01-14,MOVI3,20.65,18055096.0
259,2020-01-15,MOVI3,20.62,23449781.0
260,2020-01-16,MOVI3,20.46,19577715.0
261,2020-01-17,MOVI3,20.63,14402216.0
262,2020-01-20,MOVI3,20.86,10804234.0
263,2020-01-21,MOVI3,20.93,25036753.0
264,2020-01-22,MOVI3,20.82,18379838.0
265,2020-01-23,MOVI3,21.4,41269656.0
266,2020-01-13,NEOE3,24.81,52757168.0
267,2020-01-14,NEOE3,25.0,37335364.0
268,2020-01-15,NEOE3,25.25,88490070.0
269,2020-01-16,NEOE3,25.9,56004288.0
270,2020-01-17,NEOE3,25.79,72743824.0
271,2020-01-20,NEOE3,26.1,20768840.0
272,2020-01-21,NEOE3,25.9,45116297.0
273,2020-01-22,NEOE3,25.68,44437235.0
274,2020-01-23,NEOE3,25.69,82550122.0
275,2020-01-13,OMGE3,41.1,45408467.0
276,2020-01-14,OMGE3,40.9,14126795.0
277,2020-01-15,OMGE3,41.6,15884814.0
278,2020-01-16,OMGE3,40.59,22354396.0
279,2020-01-17,OMGE3,40.0,27475216.0
280,2020-01-20,OMGE3,40.32,7978957.0
281,2020-01-21,OMGE3,40.32,37259954.0
282,2020-01-22,OMGE3,41.09,21075393.0
283,2020-01-23,OMGE3,41.56,19950865.0
284,2020-01-13,PARD3,30.54,9092690.0
285,2020-01-14,PARD3,30.57,8524641.0
286,2020-01-15,PARD3,30.55,5979585.0
287,2020-01-16,PARD3,30.41,7002892.0
288,2020-01-17,PARD3,30.16,6368112.0
289,2020-01-20,PARD3,30.5,9104032.0
290,2020-01-21,PARD3,30.37,14127924.0
291,2020-01-22,PARD3,30.39,12927517.0
292,2020-01-23,PARD3,30.19,12668453.0
293,2020-01-13,PSVM11,2.79,36599.0
294,2020-01-14,PSVM11,3.0,50557.0
295,2020-01-15,PSVM11,3.38,55764.0
296,2020-01-16,PSVM11,3.97,143708.0
297,2020-01-17,PSVM11,5.29,1226344.0
298,2020-01-20,PSVM11,5.7,724777.0
299,2020-01-21,PSVM11,4.52,91379.0
300,2020-01-22,PSVM11,3.77,87173.0
301,2020-01-23,PSVM11,4.3,51140.0
302,2020-01-13,VIVA3,30.0,74879723.0
303,2020-01-14,VIVA3,30.3,21818794.0
304,2020-01-15,VIVA3,31.65,58728344.0
305,2020-01-16,VIVA3,32.07,40386363.0
306,2020-01-17,VIVA3,32.41,44506244.0
307,2020-01-20,VIVA3,32.08,17015330.0
308,2020-01-21,VIVA3,31.11,39123153.0
309,2020-01-22,VIVA3,30.75,32949632.0
310,2020-01-23,VIVA3,31.28,38660365.0
311,2020-01-13,WIZS3,14.8,9905113.0
312,2020-01-14,WIZS3,14.87,10640914.0
313,2020-01-15,WIZS3,15.2,13984983.0
314,2020-01-16,WIZS3,15.35,14865877.0
315,2020-01-17,WIZS3,15.61,12065573.0
316,2020-01-20,WIZS3,15.9,9088694.0
317,2020-01-21,WIZS3,15.6,20263350.0
318,2020-01-22,WIZS3,15.91,17364724.0
319,2020-01-23,WIZS3,15.9,14735645.0
320,2020-01-24,AALR3,23.15,9110484.0
321,2020-01-27,AALR3,22.3,13010155.0
322,2020-01-28,AALR3,22.13,10181522.0
323,2020-01-29,AALR3,22.12,7165635.0
324,2020-01-30,AALR3,21.68,8435939.0
325,2020-01-31,AALR3,21.02,10443252.0
326,2020-02-03,AALR3,21.0,9692834.0
327,2020-02-04,AALR3,21.53,6844517.0
328,2020-02-05,AALR3,21.25,8571661.0
329,2020-01-24,AZUL4,59.46,103091902.0
330,2020-01-27,AZUL4,57.48,129255517.0
331,2020-01-28,AZUL4,62.41,360525513.0
332,2020-01-29,AZUL4,59.87,219815307.0
333,2020-01-30,AZUL4,59.71,246031750.0
334,2020-01-31,AZUL4,59.26,176295490.0
335,2020-02-03,AZUL4,60.13,140969688.0
336,2020-02-04,AZUL4,60.8,116626887.0
337,2020-02-05,AZUL4,61.27,125559659.0
338,2020-01-24,BIDI4,18.06,22105750.0
339,2020-01-27,BIDI4,17.0,27596830.0
340,2020-01-28,BIDI4,16.95,17381658.0
341,2020-01-29,BIDI4,16.76,23271748.0
342,2020-01-30,BIDI4,16.32,34411361.0
343,2020-01-31,BIDI4,15.96,13278961.0
344,2020-02-03,BIDI4,16.55,24297905.0
345,2020-02-04,BIDI4,16.9,30748572.0
346,2020-02-05,BIDI4,16.9,31686237.0
347,2020-01-24,BKBR3,18.0,20344306.0
348,2020-01-27,BKBR3,17.75,110556246.0
349,2020-01-28,BKBR3,17.73,11394395.0
350,2020-01-29,BKBR3,16.96,19332325.0
351,2020-01-30,BKBR3,16.51,17186123.0
352,2020-01-31,BKBR3,16.36,19022114.0
353,2020-02-03,BKBR3,16.53,24477505.0
354,2020-02-04,BKBR3,16.76,13951993.0
355,2020-02-05,BKBR3,16.84,17158471.0
356,2020-01-24,BMGB4,10.3,15289481.0
357,2020-01-27,BMGB4,10.19,16607186.0
358,2020-01-28,BMGB4,10.2,24143629.0
359,2020-01-29,BMGB4,9.9,43664525.0
360,2020-01-30,BMGB4,9.67,18783762.0
361,2020-01-31,BMGB4,9.55,13643751.0
362,2020-02-03,BMGB4,9.63,8738224.0
363,2020-02-04,BMGB4,9.65,11481878.0
364,2020-02-05,BMGB4,9.69,12717777.0
365,2020-01-24,BRDT3,29.59,104371824.0
366,2020-01-27,BRDT3,28.65,106797222.0
367,2020-01-28,BRDT3,29.0,123562197.0
368,2020-01-29,BRDT3,28.65,100371561.0
369,2020-01-30,BRDT3,28.97,157353106.0
370,2020-01-31,BRDT3,28.8,232036917.0
371,2020-02-03,BRDT3,29.35,243855092.0
372,2020-02-04,BRDT3,29.23,171314424.0
373,2020-02-05,BRDT3,29.59,241708920.0
374,2020-01-24,CAML3,9.77,14587639.0
375,2020-01-27,CAML3,9.47,12243887.0
376,2020-01-28,CAML3,9.2,15549868.0
377,2020-01-29,CAML3,9.05,14852863.0
378,2020-01-30,CAML3,9.11,11006096.0
379,2020-01-31,CAML3,8.99,8064708.0
380,2020-02-03,CAML3,9.27,19888073.0
381,2020-02-04,CAML3,9.3,11630973.0
382,2020-02-05,CAML3,9.3,14576902.0
383,2020-01-24,CEAB3,17.17,15138374.0
384,2020-01-27,CEAB3,16.49,17960082.0
385,2020-01-28,CEAB3,16.8,11751697.0
386,2020-01-29,CEAB3,16.6,11461132.0
387,2020-01-30,CEAB3,16.44,17309463.0
388,2020-01-31,CEAB3,16.0,14516682.0
389,2020-02-03,CEAB3,16.0,21580971.0
390,2020-02-04,CEAB3,16.28,11477324.0
391,2020-02-05,CEAB3,16.22,15117578.0
392,2020-01-24,SBFG3,40.36,44840475.0
393,2020-01-27,SBFG3,39.7,52402874.0
394,2020-01-28,SBFG3,41.34,71821628.0
395,2020-01-29,SBFG3,41.62,53925667.0
396,2020-01-30,SBFG3,40.0,74655459.0
397,2020-01-31,SBFG3,39.45,63329065.0
398,2020-02-03,SBFG3,42.2,70422747.0
399,2020-02-04,SBFG3,44.0,93787072.0
400,2020-02-05,SBFG3,43.34,117892003.0
401,2020-01-24,CRFB3,23.66,70236778.0
402,2020-01-27,CRFB3,22.66,39808913.0
403,2020-01-28,CRFB3,23.39,47775505.0
404,2020-01-29,CRFB3,23.6,53193098.0
405,2020-01-30,CRFB3,23.12,87028097.0
406,2020-01-31,CRFB3,22.59,87708598.0
407,2020-02-03,CRFB3,22.55,74546967.0
408,2020-02-04,CRFB3,23.08,93727071.0
409,2020-02-05,CRFB3,22.94,60679449.0
410,2020-01-24,GNDI3,70.65,343636621.0
411,2020-01-27,GNDI3,68.21,453303684.0
412,2020-01-28,GNDI3,70.49,275859748.0
413,2020-01-29,GNDI3,70.49,201431642.0
414,2020-01-30,GNDI3,70.32,183317952.0
415,2020-01-31,GNDI3,70.21,206691985.0
416,2020-02-03,GNDI3,73.44,226903418.0
417,2020-02-04,GNDI3,73.5,217144322.0
418,2020-02-05,GNDI3,72.49,285448326.0
419,2020-01-24,HAPV3,64.5,123471087.0
420,2020-01-27,HAPV3,61.23,173331000.0
421,2020-01-28,HAPV3,62.5,78029070.0
422,2020-01-29,HAPV3,61.3,154076748.0
423,2020-01-30,HAPV3,60.11,167398730.0
424,2020-01-31,HAPV3,60.07,158486831.0
425,2020-02-03,HAPV3,61.8,129884440.0
426,2020-02-04,HAPV3,61.35,136262028.0
427,2020-02-05,HAPV3,58.38,413812119.0
428,2020-01-24,IRBR3,42.82,152135408.0
429,2020-01-27,IRBR3,41.9,235270749.0
430,2020-01-28,IRBR3,44.31,182072778.0
431,2020-01-29,IRBR3,44.0,131513428.0
432,2020-01-30,IRBR3,44.17,203375664.0
433,2020-01-31,IRBR3,44.83,340144253.0
434,2020-02-03,IRBR3,40.77,1811745167.0
435,2020-02-04,IRBR3,41.29,546106442.0
436,2020-02-05,IRBR3,42.5,628534208.0
437,2020-01-24,MOVI3,21.4,38447500.0
438,2020-01-27,MOVI3,20.89,28317960.0
439,2020-01-28,MOVI3,21.31,21107816.0
440,2020-01-29,MOVI3,21.21,18636274.0
441,2020-01-30,MOVI3,21.44,33498710.0
442,2020-01-31,MOVI3,21.05,36326508.0
443,2020-02-03,MOVI3,21.78,33497516.0
444,2020-02-04,MOVI3,21.72,45995787.0
445,2020-02-05,MOVI3,22.2,26621789.0
446,2020-02-05,MTRE3,20.8,315703309.0
447,2020-01-24,NEOE3,25.32,48695739.0
448,2020-01-27,NEOE3,25.34,53893493.0
449,2020-01-28,NEOE3,25.66,51643056.0
450,2020-01-29,NEOE3,26.41,52067163.0
451,2020-01-30,NEOE3,26.31,57080660.0
452,2020-01-31,NEOE3,25.73,54999070.0
453,2020-02-03,NEOE3,26.49,50403155.0
454,2020-02-04,NEOE3,26.94,30255239.0
455,2020-02-05,NEOE3,27.53,45929925.0
456,2020-01-24,OMGE3,41.81,14034039.0
457,2020-01-27,OMGE3,41.4,24005132.0
458,2020-01-28,OMGE3,41.55,17968206.0
459,2020-01-29,OMGE3,40.92,21048458.0
460,2020-01-30,OMGE3,39.93,27246052.0
461,2020-01-31,OMGE3,39.7,13782394.0
462,2020-02-03,OMGE3,39.9,15156919.0
463,2020-02-04,OMGE3,40.3,25317104.0
464,2020-02-05,OMGE3,40.46,29126989.0
465,2020-01-24,PARD3,32.02,37102517.0
466,2020-01-27,PARD3,31.9,22851196.0
467,2020-01-28,PARD3,32.52,19260006.0
468,2020-01-29,PARD3,32.24,16044861.0
469,2020-01-30,PARD3,30.47,24216627.0
470,2020-01-31,PARD3,29.3,24423762.0
471,2020-02-03,PARD3,29.49,15377163.0
472,2020-02-04,PARD3,30.27,14206101.0
473,2020-02-05,PARD3,31.1,16126405.0
474,2020-01-24,PSVM11,5.05,94860.0
475,2020-01-27,PSVM11,4.79,47045.0
476,2020-01-28,PSVM11,5.01,6953.0
477,2020-01-29,PSVM11,5.0,9457.0
478,2020-01-30,PSVM11,4.96,16096.0
479,2020-01-31,PSVM11,4.56,6902.0
480,2020-02-03,PSVM11,4.4,30855.0
481,2020-02-04,PSVM11,4.2,6614.0
482,2020-01-24,VIVA3,31.4,30688238.0
483,2020-01-27,VIVA3,30.5,52878291.0
484,2020-01-28,VIVA3,31.38,65625987.0
485,2020-01-29,VIVA3,32.0,40993539.0
486,2020-01-30,VIVA3,32.2,33161350.0
487,2020-01-31,VIVA3,31.47,35402444.0
488,2020-02-03,VIVA3,32.67,67892022.0
489,2020-02-04,VIVA3,32.71,68856423.0
490,2020-02-05,VIVA3,31.59,70230917.0
491,2020-01-24,WIZS3,16.32,12697284.0
492,2020-01-27,WIZS3,15.71,20147240.0
493,2020-01-28,WIZS3,16.0,14182184.0
494,2020-01-29,WIZS3,16.12,14256862.0
495,2020-01-30,WIZS3,16.17,13627291.0
496,2020-01-31,WIZS3,15.62,14375607.0
497,2020-02-03,WIZS3,15.8,15654000.0
498,2020-02-04,WIZS3,15.68,13471295.0
499,2020-02-05,WIZS3,15.95,13680759.0
500,2020-02-06,AALR3,21.43,5007611.0
501,2020-02-07,AALR3,20.98,3211756.0
502,2020-02-10,AALR3,20.49,4930058.0
503,2020-02-11,AALR3,20.6,5622358.0
504,2020-02-12,AALR3,21.5,5928118.0
505,2020-02-13,AALR3,21.3,5180377.0
506,2020-02-14,AALR3,21.5,4623079.0
507,2020-02-17,AALR3,21.5,8160269.0
508,2020-02-18,AALR3,21.5,6382055.0
509,2020-02-06,AZUL4,59.07,197336518.0
510,2020-02-07,AZUL4,56.29,268050861.0
511,2020-02-10,AZUL4,56.82,202783057.0
512,2020-02-11,AZUL4,58.34,168430541.0
513,2020-02-12,AZUL4,59.66,166684823.0
514,2020-02-13,AZUL4,59.0,126995119.0
515,2020-02-14,AZUL4,59.24,94082368.0
516,2020-02-17,AZUL4,58.7,73300553.0
517,2020-02-18,AZUL4,58.02,86032414.0
518,2020-02-06,BIDI4,17.09,30274716.0
519,2020-02-07,BIDI4,16.38,19413576.0
520,2020-02-10,BIDI4,15.51,26166130.0
521,2020-02-11,BIDI4,16.05,20586455.0
522,2020-02-12,BIDI4,16.62,29761495.0
523,2020-02-13,BIDI4,16.03,40322349.0
524,2020-02-14,BIDI4,15.99,17948302.0
525,2020-02-17,BIDI4,15.89,20545630.0
526,2020-02-18,BIDI4,15.59,18836943.0
527,2020-02-06,BKBR3,16.25,20707861.0
528,2020-02-07,BKBR3,15.88,13296512.0
529,2020-02-10,BKBR3,15.17,28058789.0
530,2020-02-11,BKBR3,15.89,25551200.0
531,2020-02-12,BKBR3,15.96,20539727.0
532,2020-02-13,BKBR3,15.92,13507308.0
533,2020-02-14,BKBR3,16.33,15399102.0
534,2020-02-17,BKBR3,17.2,19159099.0
535,2020-02-18,BKBR3,17.65,26235812.0
536,2020-02-06,BMGB4,9.69,15790328.0
537,2020-02-07,BMGB4,9.49,10316034.0
538,2020-02-10,BMGB4,9.19,7690789.0
539,2020-02-11,BMGB4,9.24,7423701.0
540,2020-02-12,BMGB4,9.19,9336489.0
541,2020-02-13,BMGB4,9.16,13704289.0
542,2020-02-14,BMGB4,7.55,237424642.0
543,2020-02-17,BMGB4,7.4,35530734.0
544,2020-02-18,BMGB4,7.19,45961678.0
545,2020-02-06,BRDT3,29.3,109896534.0
546,2020-02-07,BRDT3,28.84,139196639.0
547,2020-02-10,BRDT3,28.75,104466086.0
548,2020-02-11,BRDT3,30.1,136024164.0
549,2020-02-12,BRDT3,30.75,241648383.0
550,2020-02-13,BRDT3,31.09,258161159.0
551,2020-02-14,BRDT3,30.47,115826440.0
552,2020-02-17,BRDT3,30.5,62740179.0
553,2020-02-18,BRDT3,30.27,119554313.0
554,2020-02-06,CAML3,9.09,13389963.0
555,2020-02-07,CAML3,8.99,11031165.0
556,2020-02-10,CAML3,8.75,11866215.0
557,2020-02-11,CAML3,9.07,17009350.0
558,2020-02-12,CAML3,9.21,20284663.0
559,2020-02-13,CAML3,9.1,7189415.0
560,2020-02-14,CAML3,9.14,7235232.0
561,2020-02-17,CAML3,9.23,16873986.0
562,2020-02-18,CAML3,9.19,11818825.0
