regiao,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,media_movel_14
Brasil,2021-05-13,15433989.0,74592,430417,2383,2132.0714285714284
Brasil,2021-05-14,15519525.0,85536,432628,2211,2087.9285714285716
Brasil,2021-05-15,15586534.0,67009,434715,2087,2060.5
Brasil,2021-05-16,15627475.0,40941,435751,1036,2019.857142857143
Brasil,2021-05-17,15657391.0,29916,436537,786,2008.0
Brasil,2021-05-18,15732836.0,75445,439050,2513,1993.9285714285713
Brasil,2021-05-19,15812055.0,79219,441691,2641,1961.5714285714287
Brasil,2021-05-20,15894094.0,82039,444094,2403,1949.4285714285713
Brasil,2021-05-21,15970949.0,76855,446309,2215,1938.9285714285713
Brasil,2021-05-22,16047439.0,76490,448208,1899,1942.5
Brasil,2021-05-23,16083258.0,35819,449068,860,1920.857142857143
Brasil,2021-05-24,16120756.0,37498,449858,790,1909.142857142857
Brasil,2021-05-25,16194209.0,73453,452031,2173,1902.0714285714287
Brasil,2021-05-26,16274695.0,80486,454429,2398,1892.2142857142858
Brasil,2021-05-27,16342162.0,67467,456674,2245,1885.357142857143
Brasil,2021-05-28,16391930.0,49768,459045,2371,1875.5
Brasil,2021-05-29,16471600.0,79670,461057,2012,1886.9285714285713
Brasil,2021-05-30,16515120.0,43520,461931,874,1881.5714285714287
Brasil,2021-05-31,16545554.0,30434,462791,860,1870.0
Brasil,2021-06-01,16624480.0,78926,465199,2408,1875.2857142857142
Brasil,2021-06-02,16720081.0,95601,467706,2507,1867.7857142857142
Brasil,2021-06-03,16803472.0,83391,469388,1682,1858.2142857142858
Brasil,2021-06-04,16841408.0,37936,470842,1454,1806.7142857142858
Brasil,2021-06-05,16907425.0,66017,472531,1689,1752.357142857143
Brasil,2021-06-06,16947062.0,39637,473404,873,1737.357142857143
Brasil,2021-06-07,16984218.0,37156,474414,1010,1738.2857142857142
Brasil,2021-06-08,17037129.0,52911,476792,2378,1754.0
Brasil,2021-06-09,17122877.0,85748,479515,2723,1768.642857142857
Brasil,2021-06-10,17210969.0,88092,482019,2504,1791.857142857143
Brasil,2021-06-11,17296118.0,85149,484235,2216,1810.357142857143
Brasil,2021-06-12,17374818.0,78700,486272,2037,1799.2857142857142
Brasil,2021-06-13,17412766.0,37948,487401,1129,1801.0714285714287
